name,sport,longitude,latitude,opening_hours,contact:phone,website,addr:street,addr:city,addr:housenumber,addr:postcode,addr:country
,fitness,-3.7498083,48.3655242,,,,,,,,FR
,fitness,0.8967636,45.8980377,,,,,,,,FR
Cactus sport 84,,5.017765,43.9205724,,,,,,,,FR
Basic-Fit,,6.8593968,47.6253775,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00",,,,,,,FR
Basic-Fit,fitness,4.1074617,44.127826,Mo-Fr 06:00-22:30; Sa-Su 09:00-19:00,,https://www.basic-fit.com/fr-fr/clubs/basic-fit-ales-chemin-sous-saint-etienne-52985a1cae91419c907efb4687fad0e4.html,Chemin Sous Saint-Étienne,Alès,197,30100.0,FR
Vita Liberté,,5.3175256,43.6150882,,,,,,,,FR
,fitness,5.3121797,43.6321807,,,,,,,,FR
The Good Flow,yoga,4.8541566,45.7649115,"Mo-We,Fr 10:00-18:30; Th 12:00-18:30",+33481653478,https://thegoodflow-yoga.com,,,,,FR
Fitness Park,,2.2868321,48.7617413,,,,,,,,FR
,fitness,4.9020805,44.1135386,,,,,,,,FR
,fitness,4.9020834,44.1134682,,,,,,,,FR
,fitness,4.9021675,44.1135256,,,,,,,,FR
,fitness,4.9022078,44.1136605,,,,,,,,FR
,fitness,4.9022066,44.1135746,,,,,,,,FR
,fitness,4.9018996,44.1135415,,,,,,,,FR
,fitness,4.9017921,44.1136195,,,,,,,,FR
,fitness,4.9017962,44.1136861,,,,,,,,FR
Ninja storm,,7.699415,48.5896979,,,,,,,,FR
GymFit,,7.7706324,48.5785377,Mo-Su 06:00-23:00,,,,,,,FR
,fitness,7.7725111,48.5742379,,,,,,,,FR
,fitness,7.7725368,48.5743157,,,,,,,,FR
,fitness,7.7725855,48.5744637,,,,,,,,FR
,fitness,7.7726153,48.5744085,,,,,,,,FR
,fitness,7.7727754,48.5743591,,,,,,,,FR
,fitness,7.7729671,48.5743533,,,,,,,,FR
,fitness,7.7730359,48.57436,,,,,,,,FR
,fitness,7.7731171,48.5743686,,,,,,,,FR
Fitness Park,,2.6027577,48.5839864,,,,,,,,FR
,fitness,1.18652,47.3211162,,,,,,,,FR
,fitness,1.1864383,47.321194,,,,,,,,FR
,fitness,-1.4293391,43.5953726,,,,,,,,FR
,fitness,-4.7623483,48.4668776,,,,,,,,FR
,fitness,-4.7743918,48.449341,,,,,,,,FR
On Air,,4.8362867,45.761433,Mo-Fr 06:00-23:00; Sa-Su 08:00-20:00,+33472312455,https://onair-fitness.fr/club/lyon-cordeliers,,,,,FR
agrès de sport,fitness,-1.5914545,43.4316346,,,,,,,,FR
Kaliko,yoga;pilates,-1.5937521,43.4338238,,,https://kalikobidart.com/studio/,Rue de la Chapelle,Bidart,112,64210.0,FR
,fitness,-1.7014056,47.2268089,24/7,,,,,,,FR
,fitness,-1.7006191,47.226634,24/7,,,,,,,FR
,fitness,-1.7021641,47.2268367,24/7,,,,,,,FR
,fitness,-1.702941,47.2257252,24/7,,,,,,,FR
,fitness,-1.6997243,47.2224951,24/7,,,,,,,FR
,fitness,-1.7024097,47.2250729,24/7,,,,,,,FR
,fitness,-1.7029808,47.2264469,24/7,,,,,,,FR
,fitness,-1.7027716,47.2268304,24/7,,,,,,,FR
,fitness,-1.6951841,47.2220973,24/7,,,,,,,FR
,fitness,-1.6956558,47.2219346,24/7,,,,,,,FR
,fitness,2.8103829,45.5685372,,,,,,,,FR
,fitness,-1.4294596,43.5949669,,,,,,,,FR
,fitness,-1.5538269,43.4573533,,,,,,,,FR
,fitness,-1.562851,43.4567201,,,,,,,,FR
,fitness,-1.5617766,43.4568354,,,,,,,,FR
,fitness,-1.5557959,43.4580831,,,,,,,,FR
,fitness,-1.558232,43.4577229,,,,,,,,FR
,fitness,-1.5549906,43.4578546,,,,,,,,FR
,fitness,-1.5566996,43.4581721,,,,,,,,FR
,fitness,-1.5558663,43.4583516,,,,,,,,FR
,fitness,-1.554153,43.4572227,,,,,,,,FR
,fitness,-0.9491418,47.0265097,,,,,,,,FR
,fitness,-0.9494263,47.0262446,,,,,,,,FR
,fitness,-0.9475525,47.0286208,,,,,,,,FR
,fitness,-0.9453799,47.0299845,,,,,,,,FR
,fitness,-0.9421868,47.0315391,,,,,,,,FR
L'Appart Fitness Eybens,,5.7376528,45.1500403,,,https://clubs.lappartfitness.com/30-l-appart-fitness-eybens,,,,,FR
,fitness,1.0896169,49.4365223,,,,,,,,FR
,fitness,1.0897438,49.4364841,,,,,,,,FR
,fitness,1.0898264,49.4364593,,,,,,,,FR
,fitness,1.0895405,49.4365452,,,,,,,,FR
,fitness,1.0899024,49.4364365,,,,,,,,FR
,fitness,1.0899642,49.4364179,,,,,,,,FR
,fitness,1.0885229,49.4369241,,,,,,,,FR
,fitness,1.0885113,49.4369382,,,,,,,,FR
,fitness,1.0885496,49.4369276,,,,,,,,FR
,fitness,1.0886264,49.4369014,,,,,,,,FR
,fitness,1.0884395,49.4369544,,,,,,,,FR
W Crossfit,,-0.4362937,43.3180486,,,,,,,,FR
Crossfit Night Wing,,0.1757435,45.6838977,,,,,,,,FR
Elancia,,0.180428,45.6869595,,,,,,,,FR
Basic Fit,,7.1218777,43.6758301,,,,,,,,FR
,,1.4972602,43.568349,Mo-Th 10:15-20:30; Fr 9:45-20:00; Sa 10:15-12:30,,https://www.beunitcrossfit.com/,route de Revel,Toulouse,164,31400.0,FR
,fitness,-3.3432815,47.7333928,,,,,,,,FR
,fitness,7.1294761,43.6562552,,,,,,,,FR
,fitness,7.1295329,43.656279,,,,,,,,FR
,fitness,7.1294342,43.6562999,,,,,,,,FR
,fitness,7.129509,43.6562054,,,,,,,,FR
,fitness,7.1295718,43.656235,,,,,,,,FR
,fitness,7.1295,43.656328,,,,,,,,FR
,fitness,2.3727071,48.9145241,,,,,,,,FR
,fitness,2.3728909,48.914199,,,,,,,,FR
Basic-Fit,,-1.1974318,47.3723082,,,,Boulevard de la Prairie,Saint-Géréon,23,44150.0,FR
Gym Go,,5.7077596,45.7510835,,,,,,,,FR
,fitness,-1.5964228,43.4265049,,,,,,,,FR
,fitness,-1.5961526,43.4264546,,,,,,,,FR
,fitness,-1.5964659,43.426801,,,,,,,,FR
,fitness,-1.5961479,43.42652,,,,,,,,FR
,fitness,-1.5966553,43.4267181,,,,,,,,FR
,fitness,-1.596336,43.4264564,,,,,,,,FR
,fitness,-1.5964768,43.4266416,,,,,,,,FR
,fitness,2.3655247,48.9184687,,,,,,,,FR
,fitness,2.3656089,48.9184783,,,,,,,,FR
,fitness,2.3655682,48.9185107,,,,,,,,FR
,fitness,2.3655363,48.9185031,,,,,,,,FR
,fitness,6.3968125,47.8026131,,,,,,,,FR
,fitness,2.3652087,48.9184591,,,,,,,,FR
,fitness,2.3652471,48.9184605,,,,,,,,FR
Salle de remise en forme,,-0.1873905,45.2167285,,,,,,,,FR
,fitness,-0.1820339,45.2173842,,,,,,,,FR
,fitness,-0.1823423,45.2169157,,,,,,,,FR
,fitness,-0.1803429,45.218585,,,,,,,,FR
,fitness,-0.1811366,45.218021,,,,,,,,FR
,fitness,-0.18236,45.2172253,,,,,,,,FR
,fitness,-0.180621,45.2184192,,,,,,,,FR
,fitness,-0.1800922,45.2187232,,,,,,,,FR
,fitness,-0.1798936,45.2189277,,,,,,,,FR
Basic-Fit,,2.3570045,48.9179978,,,,,,,,FR
,fitness,2.3727012,48.9145436,,,,,,,,FR
Tuyaux,fitness,1.3421809,43.5509085,,,,,,,,FR
Pneus,fitness,1.3423546,43.5510326,,,,,,,,FR
,,4.863594,45.5317695,,,,,,,,FR
,fitness,2.3811315,48.8998165,,,,,,,,FR
Liberty Gym,,2.2397649,43.6037008,,,,Passage Gambetta,,6,81100.0,FR
,fitness,2.3793271,48.9022288,,,,,,,,FR
,fitness,2.3794844,48.9022115,,,,,,,,FR
,fitness,2.3795555,48.9022019,,,,,,,,FR
,fitness,2.3796321,48.9021919,,,,,,,,FR
On Air,,3.0832056,45.7758449,Mo-Fr 06:00-22:00; Sa-Su 08:00-20:00,,https://onair-fitness.fr/club/clermont-jaude/,Rue d'Assas,Clermont-Ferrand,5,63000.0,FR
Elancia,,-0.4112309,49.1868542,,,,,,,,FR
Pulsar Fitness,,1.3090676,43.6107216,,,,,,,,FR
,fitness,5.711539,44.4222936,,,,,,,,FR
,fitness,-1.2402929,47.995079,,,,,,,,FR
,fitness,-1.6038052,47.2334316,,,,,,,,FR
,fitness,-1.6038789,47.2334219,,,,,,,,FR
,fitness,-1.6038307,47.2333815,,,,,,,,FR
,fitness,-1.6040233,47.2338505,,,,,,,,FR
,fitness,-1.6039037,47.2337839,,,,,,,,FR
,fitness,-1.6046727,47.2342144,,,,,,,,FR
,fitness,-1.6046334,47.2341681,,,,,,,,FR
,fitness,-1.604709,47.2341898,,,,,,,,FR
,fitness,-1.6035628,47.2345536,,,,,,,,FR
,fitness,-1.6034948,47.2345553,,,,,,,,FR
,fitness,4.5903612,43.8729654,,,,,,,,FR
,fitness,-2.0600028,48.4113811,,,,,,,,FR
Basic-Fit,,0.1253925,45.6740646,,,,,,,,FR
,fitness,1.4740244,43.5580606,,,,,,,,FR
,fitness,2.1313411,50.9724983,,,,,,,,FR
,fitness,5.3658195,44.4635324,,,,,,,,FR
,fitness,5.3658474,44.4636667,,,,,,,,FR
,fitness,-1.5972585,46.414765,,,,,,,,FR
,fitness,-1.5948611,46.4151605,,,,,,,,FR
,fitness,-1.5985184,46.4148679,,,,,,,,FR
,fitness,-1.3397615,47.0072184,,,,,,,,FR
,fitness,-1.340247,47.0068707,,,,,,,,FR
Curves,,-1.7818765,46.516889,,,,,,,,FR
SB Sport,fitness,3.1995529,45.2505638,,,https://sb-sport.fr/,,,,,FR
,fitness,0.6452647,48.7245039,,,,,,,,FR
,fitness,0.6452579,48.7243166,,,,,,,,FR
,fitness,0.6458887,48.7238019,,,,,,,,FR
,fitness,0.6455269,48.7237579,,,,,,,,FR
,fitness,0.6452952,48.7237147,,,,,,,,FR
,fitness,0.6453986,48.7232995,,,,,,,,FR
,fitness,0.6444444,48.7239003,,,,,,,,FR
,fitness,0.6438427,48.724041,,,,,,,,FR
,fitness,0.6434111,48.7236208,,,,,,,,FR
,fitness,0.6459968,48.7240801,,,,,,,,FR
Spartiate Gym,,6.169608,48.7107251,"Mo-Fr 06:00-23:00; Sa,Su 08:00-20:00",,,,,,,FR
La Capsule,,2.4771047,48.8068382,,,,Boulevard Rabelais,Saint-Maur-des-Fossés,16,94100.0,FR
,fitness,1.640974,45.0064109,,,,,,,,FR
,fitness,1.6399609,45.0062437,,,,,,,,FR
,fitness,1.6406298,45.0058494,,,,,,,,FR
,fitness,1.6405694,45.0057257,,,,,,,,FR
,fitness,1.6396116,45.006089,,,,,,,,FR
,fitness,1.6390761,45.0065558,,,,,,,,FR
,fitness,1.6385932,45.0067765,,,,,,,,FR
,fitness,1.6384339,45.007073,,,,,,,,FR
,fitness,1.6383884,45.0071395,,,,,,,,FR
,fitness,1.6384083,45.0078419,,,,,,,,FR
,fitness,1.6384239,45.0081206,,,,,,,,FR
,fitness,1.6380515,45.0085135,,,,,,,,FR
,fitness,1.6413359,45.0063627,,,,,,,,FR
,fitness,4.7548928,45.4557135,,,,,,,,FR
,fitness,4.7546512,45.4554918,,,,,,,,FR
,fitness,4.7545489,45.4553593,,,,,,,,FR
Basic-Fit Cergy,fitness,2.047205,49.0530128,,,,,,,,FR
My Big Bang,,4.3830925,45.47637,Mo-Fr 08:00-20:30; Sa 08:00-18:00,+33 6 67 13 04 00,,,,,,FR
,fitness,5.420703,43.2746242,,,,,,,,FR
,fitness,5.4206925,43.2746892,,,,,,,,FR
,fitness,5.4208112,43.2747096,,,,,,,,FR
,fitness,5.4208019,43.274618,,,,,,,,FR
,fitness,5.4207344,43.2745418,,,,,,,,FR
,fitness,5.4208136,43.2745316,,,,,,,,FR
,fitness,5.4208043,43.2744316,,,,,,,,FR
,fitness,5.4209859,43.2744333,,,,,,,,FR
,fitness,5.420937,43.2743417,,,,,,,,FR
,fitness,5.4209672,43.2741569,,,,,,,,FR
,fitness,5.4213119,43.2743197,,,,,,,,FR
,fitness,5.4213701,43.273984,,,,,,,,FR
,fitness,5.4210185,43.2736856,,,,,,,,FR
,fitness,5.4208275,43.2736839,,,,,,,,FR
,fitness,5.420271,43.2736602,,,,,,,,FR
,fitness,5.4203525,43.2734957,,,,,,,,FR
,fitness,5.4206319,43.2736144,,,,,,,,FR
,fitness,5.420448,43.2738314,,,,,,,,FR
,fitness,5.4209935,43.2742647,,,,,,,,FR
So'Fitness,,6.0264235,47.2398064,,,https://www.sofitness-studio.fr/,Rue de la République,Besançon,21B,25000.0,FR
C'Tonique,,0.3046662,46.5493803,,,,,,,,FR
Les Océades,,0.3052737,46.5539055,,,,,,,,FR
Fitness Park,,0.3122416,46.5578446,,,,Avenue du 8 Mai 1945,,91,,FR
Prana Yoga,yoga,-0.3329795,49.1395402,,+33 6 76739875,,,,,,FR
,fitness,2.3652274,48.793148,,,,,,,,FR
Basic-Fit,,0.3134726,46.5856452,,,,,,,,FR
Elancia,,0.3169713,46.5830441,,,,,,,,FR
Fit leen,,5.041205,44.0381909,,,,,,,,FR
KeepCool,,0.3574097,46.5640137,,,,,,,,FR
Boxing club Paris 12,,2.3982197,48.8340328,,,https://www.boxeparis12.com/,Rue des Meuniers,,16,75012.0,FR
Energym,,0.3577237,46.5645079,,,,,,,,FR
Mouv'Toi,,0.3641175,46.5632875,,,,,,,,FR
,,1.0921843,49.4763171,,,,,,,,FR
Colette Gym,,0.6854557,47.3862408,,,,Rue Sébastopol,Tours,54,37000.0,FR
,fitness,3.5609495,48.235633,,,,,,,,FR
,fitness,3.5603907,48.2336061,,,,,,,,FR
,fitness,3.559073,48.2325884,,,,,,,,FR
,fitness,3.5566022,48.2330307,,,,,,,,FR
,fitness,3.5544039,48.2347802,,,,,,,,FR
,fitness,3.5601707,48.2373695,,,,,,,,FR
Centre Apollo 3S,fitness,-1.4512201,47.0967194,,,,,,,,FR
,fitness,-1.5167062,48.2246007,,,,,,,,FR
,fitness,-1.5186256,48.2238548,,,,,,,,FR
,fitness,-1.5191895,48.2243843,,,,,,,,FR
,fitness,-1.516773,48.2240301,,,,,,,,FR
,fitness,-1.5157207,48.2234617,,,,,,,,FR
,fitness,-1.5179817,48.2246012,,,,,,,,FR
,fitness,-1.5177003,48.2241677,,,,,,,,FR
,fitness,-1.5155929,48.2237922,,,,,,,,FR
,fitness,-1.516185,48.2230794,,,,,,,,FR
,fitness,-1.5160729,48.2226455,,,,,,,,FR
,fitness,-1.5158748,48.224009,,,,,,,,FR
,fitness,-1.5173667,48.2227513,,,,,,,,FR
,fitness,-1.515095,48.2228984,,,,,,,,FR
La Salle Affranchie,,1.9338452,47.8385464,,+33 6 80 31 39 57,,,,,,FR
Aire de Fitness,fitness,-0.2745995,48.3427893,,,,,,,,FR
Basic-Fit,,0.9766927,47.4244332,,,,,,,,FR
,fitness,7.3602666,48.0751296,,,,,,,,FR
Maison Sport Santé,,5.5456534,46.6742335,,,https://epgv39.fr/maison-sport-sante,,,,,FR
Basic-Fit,,6.0805938,45.9382094,,,,,,,,FR
City-Coaching,,-0.3037545,45.5267166,,,,,,,,FR
,fitness,6.8667923,47.5877878,,,,,,,,FR
Activ'Santé,,-0.4369257,45.4387201,,,,,,,,FR
,fitness,4.8931802,45.7328211,,,,,,,,FR
,fitness,4.8931544,45.7327721,,,,,,,,FR
,fitness,4.8931251,45.7325883,,,,,,,,FR
,fitness,4.8930842,45.7325505,,,,,,,,FR
,fitness,4.8930412,45.7325006,,,,,,,,FR
,fitness,4.8929779,45.7323835,,,,,,,,FR
,fitness,4.8931367,45.7326466,,,,,,,,FR
,fitness,4.8932163,45.7328607,,,,,,,,FR
Fitness Park,,0.2261169,49.5098298,,,https://www.fitnesspark.fr/club/gonfreville/,Avenue du Camp Dolent,Gonfreville-l'Orcher,6,76700.0,FR
,fitness,-1.0732358,46.1455923,,,,,,,,FR
,fitness,-1.073278,46.1456582,,,,,,,,FR
,fitness,-1.0733676,46.1456585,,,,,,,,FR
,fitness,-1.0734358,46.1455878,,,,,,,,FR
,fitness,-1.0735102,46.1455782,,,,,,,,FR
,fitness,-1.0735753,46.1456484,,,,,,,,FR
,fitness,-1.0733224,46.1455837,,,,,,,,FR
Centre de Yoga et de relaxation,yoga,1.909046,47.9007678,,,https://centredeyogaetderelaxation.org/,Rue Étienne Dolet,Orléans,13,45000.0,FR
,fitness,5.2334827,43.4116051,,,,,,,,FR
KeepCool,,4.3921195,45.4344748,06:00-23:00,,,,,,,FR
,fitness,3.9241955,43.6073333,,,,,,,,FR
,fitness,3.3848982,46.8526498,,,,,,,,FR
,fitness,3.1358483,46.1473805,,,,,,,,FR
,fitness,3.1358824,46.1474531,,,,,,,,FR
,fitness,3.1357827,46.1473163,,,,,,,,FR
Fitness club,,0.713396,45.1855468,,,,,,,,FR
Basic-Fit,,-0.3269412,43.3059804,,,,,,,,FR
Fitness Park,,2.4296652,48.6385883,,,,,,,,FR
Gigafit,,2.0771827,48.8121602,,,,,,,,FR
Sputnik Yoga Space,yoga,2.3488997,48.865622,,,,,,,,FR
Swim Stars Portet,,1.409103,43.5373698,Su 09:00-13:00,,https://swimstars.co/,Allée Pablo Picasso,,10,31120.0,FR
,fitness,-1.9338747,47.3623016,,,,,,,,FR
Basic Fit,,5.3960545,43.2946818,,,,,,,,FR
,fitness,5.3709548,43.3504375,,,,,,,,FR
,fitness,5.3709763,43.3504831,,,,,,,,FR
,fitness,5.3710058,43.3504446,,,,,,,,FR
,fitness,-1.9255069,47.3544676,,,,,,,,FR
,fitness,-1.9228086,47.3561618,,,,,,,,FR
,fitness,-1.923941,47.3544149,,,,,,,,FR
Bodyfit House,fitness,1.0196462,49.4861211,,,https://www.bodyfit-house.fr/,Rue Pierre-Gilles de Gennes,Saint-Jean-du-Cardonnay,10,76150.0,FR
,fitness,2.7626325,48.0086362,,,,,,,,FR
,fitness,4.3730962,45.4502829,,,,,,,,FR
Espace sportif de la Guérinière,musculation,-0.3454867,49.1626821,"Mo,Tu,Th,Fr 09:00-20:00; We 09:00-15:00; Sa 09:00-12:00",,https://caen.fr/annuaire-equipement/espace-sportif-de-la-gueriniere,Rue du Château d'Eau,Caen,2,14000.0,FR
,fitness,4.3730689,45.4505093,,,,,,,,FR
,,5.5629791,45.3211407,,,,,,,,FR
,fitness,2.7580803,48.0087299,,,,,,,,FR
Heartspot,yoga,2.3535714,48.848328,,,,,,,,FR
,fitness,0.1894142,48.000653,,,,,,,,FR
Happy Shala,yoga,5.7318968,45.1905607,,,,,,,,FR
,fitness,0.610926,44.2010893,,,,,,,,FR
,fitness,0.6109613,44.2007489,,,,,,,,FR
,fitness,2.8449091,42.7710979,,,,,,,,FR
,fitness,2.8448515,42.7709148,,,,,,,,FR
,fitness,2.8449695,42.7704147,,,,,,,,FR
,fitness,2.8440562,42.7701745,,,,,,,,FR
,fitness,2.8445189,42.7704807,,,,,,,,FR
Anytime fitness,,4.8597822,45.7787857,24/7,,https://www.anytimefitness.fr/,,,,,FR
IronBodyFit,,1.9682416,47.9079028,,,,,Saint-Jean-de-Braye,88,45800.0,FR
Studio Vitaforme,,0.5991708,43.6704512,,+33 664 839 631,,,,,,FR
Basic-Fit,,0.3645044,46.6081683,,,,,,,,FR
Break Fit',,0.3643879,46.607821,,,,,,,,FR
Yoga Citta,yoga,4.8481296,45.757433,,,,,,,,FR
,,6.5922941,43.2844426,,,,,,,,FR
,fitness,-1.2050877,45.8416386,,,,,,,,FR
,fitness,-1.2051024,45.8417164,,,,,,,,FR
,fitness,-1.2051352,45.8417539,,,,,,,,FR
Centre de Remise en Forme,,5.7240312,46.4187712,,,https://www.asf.fit/planning-moirans,,,,,FR
,fitness,-1.2051955,45.8416942,,,,,,,,FR
,fitness,-1.2050422,45.8417614,,,,,,,,FR
KeepCool,,4.8165689,44.1328991,,,,Avenue Rodolphe d'Aymard,Orange,,84100.0,FR
Yoga & bien-être,yoga,-0.1963525,49.2814211,,,https://www.kurmayogaworld.com/,Route de Cabourg,Merville-Franceville-Plage,53,14810.0,FR
,fitness,5.1916263,43.4104362,,,,,,,,FR
,fitness,5.1916818,43.410447,,,,,,,,FR
,fitness,5.1909216,43.4103407,,,,,,,,FR
Basic-Fit,,1.6967332,46.8069242,,,,,,,,FR
,,1.768211,48.8569218,,,,,,,,FR
Osmonde,yoga,3.0747244,44.0940466,,,,,,,,FR
,fitness,2.3165246,49.0097934,,,,,,,,FR
La Box' Forme,fitness,6.7845657,45.625938,,,,Route des Outremonts,Bourg-Saint-Maurice,576,73700.0,FR
Basic-Fit,,4.9997986,47.344106,,,,,,,,FR
,fitness,5.933809,43.1308937,,,,,,,,FR
,fitness,7.7305719,48.8244546,,,,,,,,FR
,fitness,6.7029068,46.1850714,,,,,,,,FR
,fitness,6.70223,46.1856165,,,,,,,,FR
,fitness,6.7028355,46.1851208,,,,,,,,FR
,fitness,6.702728,46.185185,,,,,,,,FR
,fitness,6.7025362,46.1853092,,,,,,,,FR
,fitness,6.7022504,46.1855358,,,,,,,,FR
,fitness,6.7023363,46.1854569,,,,,,,,FR
,fitness,6.7024565,46.185369,,,,,,,,FR
Basic-Fit,,7.0744921,43.6152726,"Mo-Fr 06:00-22:30; Sa,Su 09:00-19:00",,,,,,,FR
,fitness,2.7597119,48.0103356,,,,,,,,FR
,fitness,2.7593016,48.0115377,,,,,,,,FR
Court-Circuit,,-1.6448204,47.2331747,,,,,,,,FR
Sport Inside,,-1.8177481,46.9916099,06:00-23:00,,https://www.sport-inside.fr/,,,,,FR
,,2.2768656,48.6680533,,,,,,,,FR
,,2.9717052,43.4045516,,,,,,,,FR
Basic-Fit,,2.8818202,50.6858679,,,,,,,,FR
HAC remise en forme & musculation,,-1.8224403,48.1272729,,,https://hacmusculation.com/,,,,,FR
Basic-Fit,,7.9698409,48.8278195,Mo-Fr 06:00-22:30; Sa-So 09:00-19:00,,https://www.basic-fit.com/fr-fr/clubs/basic-fit-soufflenheim-rue-de-rountzenheim-811f876c772741b8b3a0fcf8a4b1c13b.html,Rue de Rountzenheim,Soufflenheim,28,67620.0,FR
,fitness,2.484331,46.1725442,,,,,,,,FR
Fitness Park,fitness,2.2904442,48.7319273,,,,,,,,FR
KeepCool,,5.3941614,43.258548,Mo-Su 06:00-23:00,,keepcool.fr,Avenue de Mazargues,Marseille,384,13008.0,FR
,fitness,2.4413478,48.8469747,,,,,,,,FR
Mama Yoga,yoga,2.247759,48.9061085,,,https://mamayoga.fr/,Rue de l'Aigle,La Garenne-Colombes,50,92250.0,FR
O'Zone Hiit studios,fitness,7.7316884,48.5811953,Mo-Fr 07:00-21:00; Sa-Su 09:00-12:00,,https://o3-zonehiitstudio.fr/,Boulevard de Nancy,Strasbourg,27,67000.0,FR
Studio Coaching,yoga,2.0519448,48.7685088,,,,,,,,FR
Salle d'Entrainement Physique,,3.5348055,43.6435697,,,,,,,,FR
Sun Set Boulevard,fitness;squash;bodybuilding,5.2933713,45.6265247,,,https://www.sun-set-boulevard.com/,,,,,FR
,fitness,6.3041102,46.8121398,,,,,,,,FR
,fitness,6.3040565,46.8121541,,,,,,,,FR
,fitness,6.3040951,46.8121015,,,,,,,,FR
,fitness,2.7572112,48.0107775,,,,,,,,FR
,fitness,2.7586355,48.0113105,,,,,,,,FR
,fitness,-2.0908077,47.1158684,,,,,,,,FR
L'Orange bleue,,-1.50055,46.9411043,"Mo,Tu 09:30-21:00, We,Th 17:00-21:00, Fr 09:30-13:30, Sa 09:30-12:30, Fr 17:00-20:00",,,,,,,FR
,fitness,2.7678962,42.6202039,,,,,,,,FR
KeepCool,,4.4428476,45.4790072,,,,,,,,FR
Kinfolk Studio,yoga;pilates,-1.4611046,43.546405,,,,Boulevard de la Yayi,Tarnos,,40220.0,FR
CrossFit,,0.2685101,49.1463085,,,https://crossfit-lisieux.fr/,Rue Nicolas Dulong,Lisieux,90,14100.0,FR
The new me,,1.0981008,49.4431444,Mo-Su 08:00-20:00,,https://thenewmeparis.com/pages/reformer-studio-rouen,Place du Général de Gaulle,Rouen,23,76000.0,FR
,fitness,7.7080911,48.5727271,,,,,,,,FR
,fitness,7.7076591,48.5728495,,,,,,,,FR
,fitness,7.7079889,48.5727906,,,,,,,,FR
,fitness,7.7074912,48.5728719,,,,,,,,FR
,fitness,7.7078919,48.5728056,,,,,,,,FR
,fitness,7.7075679,48.5728266,,,,,,,,FR
Rupella Crossfiit,crossfit,-1.1466737,46.1893904,Mo-Su 07:00-21:30,,https://www.rupellacrossfit.com/,Rue des Greffières,Lagord,6,17140.0,FR
KeepCool,,1.89638,47.9324879,"Mo-Fr 07:00-22:00,Sa-Su 08:00-20:00",,https://www.keepcool.fr/s/salle-de-sport-orleans-fleury-les-aubrais,Rue André Dessaux,Fleury-les-Aubrais,93,45400.0,FR
Surya - Association de Yoga,yoga,6.1731907,49.1145199,,,https://yoga-metz.com,Avenue Robert Schuman,,11,,FR
,fitness,1.4138938,43.5616534,,,,,,,,FR
,fitness,1.4136445,43.5617831,,,,,,,,FR
,fitness,1.414581,43.5615464,,,,,,,,FR
,fitness,1.4147902,43.5624899,,,,,,,,FR
,fitness,1.413971,43.5629505,,,,,,,,FR
,fitness,-0.3679651,43.9357462,,,,,,,,FR
,fitness,2.3009624,48.8306357,,,,,,,,FR
NBO Studio,,2.1676033,48.8040235,Mo-Fr 07:30-21:00; Sa 09:00-18:00; Su 09:00-13:00,,https://www.nbostudio.fr/,Avenue du Général Leclerc,,148,,FR
,fitness,4.4380792,46.7927932,,,,,,,,FR
,fitness,6.7985635,47.2555045,,,,,,,,FR
Assouplissements,fitness,4.9202083,45.7336833,,,,,,,,FR
échelle de suspension,fitness,4.920269,45.7331233,,,,,,,,FR
,fitness,-0.3336101,43.9395725,,,,,,,,FR
Agogée,,4.8514125,45.7667831,Mo-Sa 06:00-23:00; Su 10:00-18:00,,,,,,,FR
Slalom,fitness,2.4877407,48.9145694,,,,,,,,FR
Saut de haies,fitness,2.4874067,48.9141035,,,,,,,,FR
Poutres d'équilibre,fitness,2.489578,48.9137774,,,,,,,,FR
,fitness,2.4908731,48.9150213,,,,,,,,FR
,fitness,2.4892706,48.9154359,,,,,,,,FR
Bancs de pliométrie,fitness,2.4880342,48.9159592,,,,,,,,FR
,fitness,5.2515107,43.5250325,,,,,,,,FR
L'art de vivre,yoga,-0.5598842,47.4791287,,,,,,,,FR
Gymnastique Volontaire,,2.0639263,46.9104125,,,,,,,,FR
L'Orange Bleue,,1.0708229,47.8029836,,,,,,,,FR
Seven Fitness Sport,,-52.3262047,4.901862,,,,Rue Gilles Behary Laul Sirder,Cayenne,2,97300.0,FR
,fitness,-1.7326354,48.1808371,,,,,,,,FR
,fitness,-1.9154508,46.9168014,,,,,,,,FR
BODYHIT,,-3.4582066,48.7331837,"Mo-Fr 08:30-14:00, 16:00-20:30; Sa 10:00-14:00",+33 2 96 48 96 76,https://bodyhit.fr/bodyhit-club-lannion/,,,,,FR
,fitness,-1.733418,48.1803787,,,,,,,,FR
,fitness,-1.733167,48.1804912,,,,,,,,FR
,fitness,-1.7334905,48.1803439,,,,,,,,FR
Body & Perfect,,1.0423267,49.4900085,,,,,Notre-Dame-de-Bondeville,46a,76960.0,FR
Centre Sivananda de Yoga Vedanta,yoga,2.3593442,48.8747268,,,https://sivanandaparis.org/,,,,,FR
,fitness,3.1841903,44.3155614,24/7,,,,,,,FR
,fitness,4.7506017,49.7469296,,,,,,,,FR
,fitness,4.7515634,49.7474946,,,,,,,,FR
,fitness,4.7505486,49.7471351,,,,,,,,FR
,fitness,4.7506531,49.7470269,,,,,,,,FR
,fitness,4.7514559,49.7472851,,,,,,,,FR
